time,angular velocity
17:44:44,0.0
17:44:44,0.0
17:44:44,0.0
17:44:45,0.0
17:44:46,0.0
17:44:47,0.0
17:44:47,0.0
17:44:48,0.0
17:44:48,0.0
17:44:49,0.0
17:44:49,0.0
17:44:50,0.0
17:44:50,0.0
17:44:51,0.0
17:44:52,0.0
17:44:52,0.0
17:44:53,0.0
17:44:53,0.0
17:44:54,0.0
17:44:54,0.0
17:44:55,0.0
17:44:55,0.0
17:44:56,0.0
17:44:56,0.0
17:44:57,0.0
17:44:58,0.0
17:44:58,0.0
17:44:59,0.0
17:44:59,0.0
17:45:00,0.0
17:45:00,0.0
17:45:01,0.0
17:45:01,0.0
17:45:02,0.0
17:45:02,0.0
17:45:03,0.0
17:45:04,0.0
17:45:04,0.0
17:45:05,0.0
17:45:05,0.0
17:45:06,0.0
17:45:06,0.0
17:45:07,0.0
17:45:07,0.0
17:45:08,1.0789998175301091e-43
17:45:08,1.471363387541058e-43
17:45:09,2.0178697886277366e-43
17:45:10,1.9898438193412402e-43
17:45:10,1.9197788961249994e-43
17:45:11,2.0038568039844884e-43
17:45:11,1.6815581571897805e-43
17:45:12,2.0038568039844884e-43
17:45:12,1.975830834697992e-43
17:45:13,1.877739942195255e-43
17:45:13,1.8357009882655104e-43
17:45:14,1.975830834697992e-43
17:45:14,1.793662034335766e-43
17:45:15,8.267660939516421e-44
17:45:16,8.407790785948902e-45
17:45:16,0.0
17:45:17,0.0
17:45:17,0.0
17:45:18,0.0
17:45:18,0.0
17:45:19,0.0
17:45:19,0.0
17:45:20,0.0
17:45:20,0.0
17:45:21,7.006492321624085e-45
17:45:22,9.949219096706201e-44
17:45:22,1.2051166793193427e-43
17:45:23,1.5974802493302915e-43
17:45:24,1.6255062186167878e-43
17:45:24,1.5274153261140506e-43
17:45:25,1.3872854796815689e-43
17:45:25,1.3592595103950726e-43
17:45:26,1.4433374182545616e-43
17:45:27,1.4293244336113134e-43
17:45:27,1.401298464324817e-43
17:45:28,1.3592595103950726e-43
17:45:28,1.3032075718220799e-43
17:45:29,1.1630777253895982e-43
17:45:29,1.1630777253895982e-43
17:45:30,1.2051166793193427e-43
17:45:30,1.233142648605839e-43
17:45:31,1.14906474074635e-43
17:45:32,1.2611686178923354e-43
17:45:32,1.3312335411085762e-43
17:45:33,1.2191296639625909e-43
17:45:33,1.1350517561031018e-43
17:45:34,1.1070257868166055e-43
17:45:34,1.1911036946760945e-43
17:45:35,8.547920632381384e-44
17:45:35,1.4153114489680652e-43
17:45:36,1.5974802493302915e-43
17:45:36,1.723597111119525e-43
17:45:37,1.2611686178923354e-43
17:45:38,2.5223372357846707e-44
17:45:38,0.0
17:45:39,0.0
17:45:39,0.0
17:45:40,0.0
