time,angular velocity
15:07:37,0.0
15:07:37,6.419922371492248e-10
15:07:37,6.419922371492248e-10
15:07:38,6.419922371492248e-10
15:07:38,6.419922371492248e-10
15:07:38,6.419922371492248e-10
15:07:38,6.419922371492248e-10
15:07:38,6.419922371492248e-10
15:07:38,6.419922371492248e-10
15:07:39,6.419922371492248e-10
15:07:39,6.419922371492248e-10
15:07:39,6.419922371492248e-10
15:07:39,6.419922371492248e-10
15:07:39,6.419922371492248e-10
15:07:40,6.419922371492248e-10
15:07:40,6.419922371492248e-10
15:07:40,6.419922371492248e-10
15:07:40,6.419922371492248e-10
15:07:40,6.419922371492248e-10
15:07:40,6.419922371492248e-10
15:07:41,6.419922371492248e-10
15:07:41,6.419922371492248e-10
15:07:41,6.419922371492248e-10
15:07:41,6.419922371492248e-10
15:07:41,6.419922371492248e-10
15:07:42,6.419922371492248e-10
15:07:42,6.419922371492248e-10
15:07:42,6.419922371492248e-10
15:07:42,6.419922371492248e-10
15:07:42,6.419922371492248e-10
15:07:43,6.419922371492248e-10
15:07:43,6.419922371492248e-10
15:07:43,6.419922371492248e-10
15:07:43,6.419922371492248e-10
15:07:43,6.419922371492248e-10
15:07:43,6.419922371492248e-10
15:07:44,6.419922371492248e-10
15:07:44,6.419922371492248e-10
15:07:44,6.419922371492248e-10
15:07:44,6.419922371492248e-10
15:07:44,6.419922371492248e-10
15:07:45,6.419922371492248e-10
15:07:45,6.419922371492248e-10
15:07:45,6.419922371492248e-10
15:07:45,6.419922371492248e-10
15:07:45,6.419922371492248e-10
15:07:45,6.419922371492248e-10
15:07:46,6.419922371492248e-10
15:07:46,6.419922371492248e-10
15:07:46,6.419922371492248e-10
15:07:46,6.419922371492248e-10
15:07:46,6.419922371492248e-10
15:07:47,6.419922371492248e-10
15:07:47,6.419922371492248e-10
15:07:47,2.5679689485968993e-09
15:07:47,11.591842651367188
15:07:47,1.0876028682105243e-05
15:07:47,781.8779296875
15:07:48,781.8779296875
15:07:48,6.419922371492248e-10
15:07:48,0.00017687748186290264
15:07:48,1.0876028682105243e-05
15:07:48,1.67143980434048e-07
15:07:49,6.419922371492248e-10
15:07:49,1.0876028682105243e-05
15:07:49,2.5679689485968993e-09
15:07:49,4.1785995108512e-08
15:07:49,6.419922371492248e-10
15:07:50,781.8779296875
15:07:50,46.36737060546875
15:07:50,1.0876028682105243e-05
15:07:50,0.00017687748186290264
15:07:50,11.591842651367188
15:07:50,6.419922371492248e-10
15:07:51,4.1785995108512e-08
15:07:51,781.8779296875
15:07:51,46.36737060546875
15:07:51,6.419922371492248e-10
15:07:51,1.0876028682105243e-05
15:07:52,46.36737060546875
15:07:52,1.67143980434048e-07
15:07:52,4.1785995108512e-08
15:07:52,11.591842651367188
15:07:52,1.0876028682105243e-05
