time,angular velocity
15:10:07,6.419922371492248e-10
15:10:07,3.405649051069566e-31
15:10:07,6.419922371492248e-10
15:10:09,1.4289041745695273e+34
15:10:09,6.419922371492248e-10
15:10:10,6.419922371492248e-10
15:10:10,6.419922371492248e-10
15:10:11,6.419922371492248e-10
15:10:12,6.419922371492248e-10
15:10:12,6.419922371492248e-10
15:10:13,6.419922371492248e-10
15:10:13,6.419922371492248e-10
15:10:14,6.419922371492248e-10
15:10:14,6.419922371492248e-10
15:10:15,6.419922371492248e-10
15:10:16,6.419922371492248e-10
15:10:16,6.419922371492248e-10
15:10:17,6.419922371492248e-10
15:10:17,6.419922371492248e-10
15:10:18,6.419922371492248e-10
15:10:19,6.419922371492248e-10
15:10:19,6.419922371492248e-10
15:10:20,6.419922371492248e-10
15:10:20,6.419922371492248e-10
15:10:21,6.419922371492248e-10
15:10:21,6.419922371492248e-10
15:10:22,6.419922371492248e-10
15:10:23,6.419922371492248e-10
15:10:23,6.419922371492248e-10
15:10:24,6.419922371492248e-10
15:10:24,6.419922371492248e-10
15:10:25,6.419922371492248e-10
15:10:26,6.419922371492248e-10
15:10:26,6.419922371492248e-10
15:10:27,0.00017687748186290264
15:10:27,2.5679689485968993e-09
15:10:28,1.0876028682105243e-05
15:10:29,11.591842651367188
15:10:29,0.00017687748186290264
15:10:30,1.67143980434048e-07
15:10:30,781.8779296875
15:10:31,4.1785995108512e-08
15:10:31,781.8779296875
15:10:32,6.419922371492248e-10
15:10:33,6.419922371492248e-10
15:10:33,1.67143980434048e-07
15:10:34,1.67143980434048e-07
15:10:34,1.0876028682105243e-05
15:10:35,6.419922371492248e-10
15:10:36,4.350411472842097e-05
15:10:36,0.00017687748186290264
15:10:37,781.8779296875
15:10:37,1.0876028682105243e-05
15:10:38,1.0876028682105243e-05
15:10:38,2.5679689485968993e-09
15:10:39,1.0876028682105243e-05
15:10:40,1.0876028682105243e-05
15:10:40,1.0876028682105243e-05
15:10:41,1.0876028682105243e-05
15:10:41,781.8779296875
15:10:42,0.00017687748186290264
15:10:43,6.419922371492248e-10
15:10:43,11.591842651367188
15:10:44,6.419922371492248e-10
15:10:44,6.419922371492248e-10
15:10:45,6.419922371492248e-10
15:10:45,6.419922371492248e-10
15:10:46,6.419922371492248e-10
15:10:47,6.419922371492248e-10
15:10:47,6.419922371492248e-10
15:10:48,6.419922371492248e-10
15:10:48,6.419922371492248e-10
15:10:49,6.419922371492248e-10
