time,angular velocity
13:44:45,8388608.0
13:44:46,0.0
13:44:46,0.0
13:44:46,0.0
13:44:46,0.0
13:44:46,0.0
13:44:47,0.0
13:44:48,0.0
13:44:49,0.0
13:44:50,0.0
13:44:51,0.0
13:44:52,0.0
13:44:53,0.0
13:44:54,0.0
13:44:55,0.0
13:44:56,0.0
13:44:57,0.0
13:44:58,0.0
13:45:00,0.0
13:45:01,0.0
13:45:02,0.0
13:45:03,18.760990142822266
13:45:04,18.760990142822266
13:45:05,20.0
13:45:06,14.362168312072754
13:45:07,13.262462615966797
13:45:08,16.561580657958984
13:45:09,17.661285400390625
13:45:10,20.0
13:45:11,16.561580657958984
13:45:12,14.362168312072754
13:45:14,18.760990142822266
13:45:15,19.86069679260254
13:45:16,20.0
13:45:17,17.661285400390625
13:45:18,13.262462615966797
13:45:19,16.561580657958984
13:45:20,18.760990142822266
13:45:22,20.0
13:45:23,18.760990142822266
13:45:25,12.16275691986084
13:45:26,13.262462615966797
13:45:27,16.561580657958984
13:45:28,20.0
13:45:29,20.0
13:45:30,19.86069679260254
13:45:31,13.262462615966797
13:45:32,12.16275691986084
13:45:33,16.561580657958984
13:45:34,17.661285400390625
13:45:35,19.86069679260254
13:45:36,20.0
13:45:37,19.86069679260254
13:45:39,11.063051223754883
13:45:40,14.362168312072754
13:45:41,17.661285400390625
13:45:43,19.86069679260254
13:45:44,19.86069679260254
13:45:45,19.86069679260254
13:45:46,16.561580657958984
13:45:47,14.362168312072754
13:45:48,12.16275691986084
13:45:49,16.561580657958984
13:45:50,20.0
13:45:51,20.0
13:45:52,14.362168312072754
13:45:53,12.16275691986084
13:45:54,13.262462615966797
13:45:56,20.0
13:45:57,20.0
13:45:58,18.760990142822266
13:46:00,9.963345527648926
13:46:01,18.760990142822266
13:46:02,20.0
13:46:03,20.0
13:46:05,19.86069679260254
13:46:06,12.16275691986084
13:46:07,11.063051223754883
13:46:08,16.561580657958984
13:46:09,20.0
13:46:10,20.0
13:46:11,18.760990142822266
13:46:12,12.16275691986084
13:46:13,13.262462615966797
13:46:15,20.0
13:46:16,20.0
13:46:17,20.0
13:46:19,14.362168312072754
13:46:20,12.16275691986084
