time,angular velocity,torque,differential pressure,pressure 1,pressure 2
16:06:28,0.0,-0.024437904357910156,0.0,0.0,0.0
16:06:28,0.0,0.1710653305053711,0.0,0.0,0.0
16:06:28,0.0,0.36656856536865234,0.0,0.0,0.0
16:06:28,0.0,0.12218952178955078,0.0,0.0,0.0
16:06:28,0.0,-0.41544437408447266,0.0,0.0,0.0
16:06:29,0.0,-0.024437904357910156,0.0,0.0,0.0
16:06:29,0.0,0.1710653305053711,0.0,0.0,0.0
16:06:29,0.0,0.1710653305053711,0.0,0.0,0.0
16:06:30,0.0,-0.12218952178955078,0.0,0.0,0.0
16:06:31,0.0,-0.31769275665283203,0.0,0.0,0.0
16:06:32,206.1750030517578,-0.12218952178955078,0.0,0.0,0.0
16:06:33,376.6499938964844,-0.31769275665283203,0.0,0.0,0.0
16:06:34,388.8000183105469,0.07331371307373047,0.0,0.0,0.0
16:06:35,270.375,-0.12218952178955078,0.0,0.0,0.0
16:06:36,273.82501220703125,3.885631561279297,0.0,0.0,0.0
16:06:37,298.20001220703125,-0.12218952178955078,0.0,0.0,0.0
16:06:38,38.775001525878906,-0.12218952178955078,0.0,0.0,0.0
16:06:39,0.0,0.41544437408447266,0.0,0.0,0.0
16:06:40,0.0,-0.7086992263793945,0.0,0.0,0.0
16:06:42,0.0,-0.5131959915161133,0.0,0.0,0.0
16:06:43,0.0,-0.07331371307373047,0.0,0.0,0.0
16:06:44,0.375,0.46432018280029297,0.0,0.0,0.0
16:06:45,48.90000534057617,0.41544437408447266,0.0,0.0,0.0
16:06:46,47.625,0.2199411392211914,0.0,0.0,0.0
16:06:47,30.0,-0.024437904357910156,0.0,0.0,0.0
16:06:48,26.92500114440918,-0.12218952178955078,0.0,0.0,0.0
16:06:49,25.05000114440918,0.024437904357910156,0.0,0.0,0.0
16:06:50,38.54999923706055,-0.12218952178955078,0.0,0.0,0.0
16:06:51,4.199999809265137,-0.41544437408447266,0.0,0.0,0.0
16:06:52,0.0,0.12218952178955078,0.0,0.0,0.0
16:06:53,0.0,-0.07331371307373047,0.0,0.0,0.0
16:06:54,0.0,0.41544437408447266,0.0,0.0,0.0
16:06:55,0.0,0.1710653305053711,0.0,0.0,0.0
16:06:56,0.0,-0.12218952178955078,0.0,0.0,0.0
16:06:57,0.0,0.12218952178955078,0.0,0.0,0.0
16:06:58,0.0,-0.2199411392211914,0.0,0.0,0.0
16:06:59,0.0,-0.024437904357910156,0.0,0.0,0.0
16:07:00,0.0,0.1710653305053711,0.0,0.0,0.0
16:07:01,0.0,0.2199411392211914,0.0,0.0,0.0
16:07:02,0.0,0.31769275665283203,0.0,0.0,0.0
16:07:04,0.15000000596046448,0.024437904357910156,0.0,0.0,0.0
16:07:05,0.0,-0.07331371307373047,0.0,0.0,0.0
16:07:06,3.450000047683716,0.12218952178955078,0.0,0.0,0.0
16:07:07,42.07500076293945,0.12218952178955078,0.0,0.0,0.0
16:07:08,39.22500228881836,-0.1710653305053711,0.0,0.0,0.0
16:07:09,51.0,0.1710653305053711,0.0,0.0,0.0
16:07:10,8.925000190734863,-1.1485815048217773,0.0,0.0,0.0
16:07:11,0.07500000298023224,0.7575750350952148,0.0,0.0,0.0
16:07:12,34.72500228881836,0.07331371307373047,0.0,0.0,0.0
